Generator,Average,KS Test,Z Test,Chi Squared Test,Product of successive values,Correlation Coefficient
RY8Bit,127.53186,0.004865882352941164,2.1879229881789186,0.6585371428571429,0.24984741858183465,-0.0032956708565831296
Uniform1Bit,127.38318,0.004514509803921568,1.4836342895256385,0.8634057142857143,0.24943211000737484,-0.0013233317856161148
Uniform8Bit,127.54149,0.00411843137254902,-0.5409365992266355,0.4077942857142857,0.25010025894184,-0.0007324979620228235
LCG,127.62495,0.003597450980392103,15.966189732921599,0.80176,0.2504441435033328,-0.000606708594312976
KISS,127.57645,0.002549411764705911,23.071672607609443,0.6445028571428572,0.2482235450574425,-0.02486062390148156
Hadamard1Bit,127.369,0.005662352941176466,1.184493004398936,1.866537142857143,0.24938158293539894,-0.001225997600850841
Hadamard8Bit,127.69475,0.005342941176470606,-2.687046458119619,1.123017142857143,0.25113464175780004,0.004373820997403647
RY1Bit,127.38312,0.005467450980392155,-0.14686312387863007,0.5037028571428571,0.2486668225390463,-0.010414252932509192
RY8Bit,127.84209,0.0062876470588235644,0.2898560652947422,1.1872,0.2515651920071686,0.002632021776648011
Uniform1Bit,127.80432,0.005301568627451014,-0.23602923761720077,0.8001142857142858,0.2511625468426915,-0.0003799969989426613
Uniform8Bit,127.45712,0.004058431372549019,0.7968675543804316,1.093942857142857,0.2501136230124308,0.0033702492961771888
LCG,127.47147,0.00413843137254899,14.265353415660003,1.5013942857142857,0.24959192936796373,-0.003589306123121912
KISS,127.53141,0.0023592156862745073,23.652670722223935,0.7750857142857143,0.2480290146999898,-0.0251480052692438
Hadamard1Bit,127.35913,0.0044296078431372565,-1.9579838875843518,0.4447542857142857,0.2498713047107383,0.005056687457660275
Hadamard8Bit,127.72007,0.0049627450980391785,2.1967400158326083,0.6669485714285714,0.25090608660795966,0.0005286439916540384
RY1Bit,127.69168,0.0047264705882352764,0.7883720208643186,0.75488,0.2506686507849294,-0.0009851157325712684
RY8Bit,127.46753,0.0053962745098039555,4.306126606949847,0.9121828571428572,0.250023532607489,0.001769329944940086
Uniform1Bit,127.62802,0.00450803921568621,0.05086791996968655,0.8661485714285715,0.2503436643747464,-0.0018799245255012237
Uniform8Bit,127.18012,0.005021764705882351,1.8248104637405984,0.4605257142857143,0.24847900566663947,-0.0031738670852832214
LCG,127.48349,0.0035299999999999776,15.750101945265865,2.2938514285714287,0.24985189029129926,-0.0009726882940093469
KISS,127.49428,0.0022782352941176365,21.918234650411172,0.7024457142857143,0.24792620090753123,-0.024617767104794727
Hadamard1Bit,127.55095,0.005033921568627475,1.861696991658781,0.7870400000000001,0.25041780060245833,0.002577217225992776
Hadamard8Bit,127.4352,0.005056862745098039,1.1976856193268544,0.47924571428571433,0.24956209638989868,-0.00217473089801146
RY1Bit,127.13539,0.005277843137254878,-0.2307399687130815,1.0487085714285715,0.2485165828205775,-0.000680704816556996
RY8Bit,127.64448,0.0050290196078431396,0.9584470364724089,0.4340114285714286,0.25082937103880343,0.00312909231722244
Uniform1Bit,127.6051,0.004053725490196079,-3.0762686697430173,1.00096,0.25024189173071526,-0.0020480530878190296
Uniform8Bit,127.95658,0.005738039215686275,-7.549510191719535,0.9437942857142857,0.25140000342717794,-0.004704702708862971
LCG,127.8842,0.005477647058823476,18.1143818537,1.0711085714285715,0.2513084880175955,-0.0023649713802184323
KISS,127.45721,0.0024494117647058666,21.56062539930956,0.7297600000000001,0.24778610415861985,-0.024544309427183292
Hadamard1Bit,127.12853,0.00759647058823526,-3.5494122155847454,2.33408,0.24831052631941328,-0.0027719634207441575
Hadamard8Bit,127.37405,0.005502745098039219,-1.3843910437631648,0.82384,0.24942395660019265,-0.0009399981994041546
RY1Bit,127.80681,0.005592745098039198,3.779983641115865,1.047337142857143,0.2512907243643781,0.001065699842399953
RY8Bit,127.70642,0.005951764705882323,-2.2477431829464716,1.1648,0.25051377265022123,-0.0035292402553556593
Uniform1Bit,127.75241,0.005304509803921609,3.1908305136032995,0.6095085714285714,0.2507975578794624,-0.0022969414303917668
Uniform8Bit,127.41989,0.004871764705882353,-3.01105422850648,2.2340114285714288,0.24981686756505803,0.0015306675424921255
LCG,127.40895,0.004747254901960818,13.165359436781232,2.426765714285714,0.24945931273999528,-0.002227411196108107
KISS,127.50908,0.0022982352941176565,21.63136304946232,0.47373714285714286,0.24792312144574902,-0.025311482600889654
Hadamard1Bit,127.68185,0.005598627450980387,1.5030654852659777,0.27899428571428575,0.25065978810499423,-0.0006495009682745075
Hadamard8Bit,127.44153,0.004680784313725539,1.2698873433929785,2.52224,0.25001845743178425,0.0030023360113210435
RY1Bit,127.23938,0.004628039215686275,0.3343525131747023,1.0785371428571429,0.24888705050064314,-0.0011151718912251263
RY8Bit,127.05476,0.0061054901960784225,0.28423146009834677,1.3167771428571429,0.24841600142260453,0.001857038725675744
Uniform1Bit,127.18622,0.005454509803921592,-1.685870665161041,0.30178285714285713,0.24914587554179854,0.004472334194771398
Uniform8Bit,127.4261,0.0042850980392156734,1.6261090449335451,0.32621714285714287,0.24946827707415833,-0.0028737280000784484
LCG,127.43779,0.00437313725490196,16.032200309780624,1.9818057142857144,0.24996304726599475,0.0024565322612021207
KISS,127.56586,0.0024594117647058766,23.813823181606598,0.7175085714285715,0.24819457544825446,-0.024745756743252103
Hadamard1Bit,127.56077,0.005421372549019643,2.44600572404674,1.7197257142857143,0.25032455322630903,0.0010123964328840375
Hadamard8Bit,127.45934,0.004677254901960776,-3.8240547223650263,0.39981714285714287,0.24981229543168254,-0.0003659191286659421
RY1Bit,127.38749,0.0047301960784313785,0.21641892125737747,0.3227885714285714,0.24997501801238234,0.004915520622093492
RY8Bit,127.39198,0.004501372549019611,0.578863189232841,0.5968457142857143,0.2497897854026587,0.0025402674924651083
Uniform1Bit,127.24559,0.005770980392156844,-0.5154726976151445,1.2261257142857143,0.24953025108874516,0.006263006239688075
Uniform8Bit,127.35782,0.00421372549019608,3.7346198352854265,1.031497142857143,0.2491384098769837,-0.0036636623053004137
LCG,127.43348,0.003608627450980395,11.242843720898906,1.7136914285714286,0.24947403045733652,-0.003160317696785591
KISS,127.53877,0.0023592156862745073,21.95955048456427,0.7396114285714286,0.24806001662477284,-0.02514676059389499
Hadamard1Bit,127.35186,0.0045835294117647085,3.119263306837854,1.426742857142857,0.2497309005385321,0.003686824738842577
Hadamard8Bit,126.943,0.006804117647058849,2.871492156662663,1.2103314285714286,0.24773750867073704,-0.0010346051810658811
RY1Bit,127.4833,0.004758627450980393,-5.439340396597499,0.35218285714285713,0.25011139461644427,0.002121158607919323
RY8Bit,127.66775,0.005222352941176567,0.952659838503635,0.6924342857142858,0.2504090777163036,-0.0029660888568778018
Uniform1Bit,127.28979,0.005450784313725476,-1.708852623745448,1.7899657142857144,0.24923137458979153,0.0006667715648203704
Uniform8Bit,127.18606,0.005519215686274517,1.8436688301228494,1.0070857142857144,0.24876325687516812,-0.00012222164723169328
LCG,127.1701,0.004928627450980397,13.09193390637964,0.5331657142857144,0.2488150284040326,0.001254695286409159
KISS,127.4889,0.002349215686274553,24.645650146730215,0.7149028571428572,0.2479022375767791,-0.024677622020360845
Hadamard1Bit,127.52505,0.004120392156862773,1.699093439566076,2.6835657142857143,0.2500552262731363,-0.0005263041954818887
Hadamard8Bit,127.37644,0.0040668627450980155,2.671878455983881,0.67184,0.24982802799961873,0.0037340237405004834
RY1Bit,127.36231,0.004297450980392158,0.564975222764163,0.8440685714285715,0.24931640166074395,-0.0017061246457115604
RY8Bit,127.28654,0.00512117647058824,-1.8146875467967694,1.0243200000000001,0.24883938758649723,-0.0038975422371307607
Uniform1Bit,127.3644,0.005203529411764718,1.312259355921936,0.3053257142857143,0.24959660269420775,0.0015046999226248458
Uniform8Bit,127.64949,0.005240392156862672,1.539929950620052,0.6415314285714286,0.25031931272791846,-0.00319453428993467
LCG,127.72285,0.004273333333333296,19.67447516279191,1.744777142857143,0.25103006293423136,0.001916938285727375
KISS,127.47218,0.002368627450980376,21.679324759791943,0.6861028571428571,0.24780592258056383,-0.025026211904661744
Hadamard1Bit,127.77856,0.004998627450980342,-2.8553607695361674,0.6575542857142858,0.25067170348750567,-0.004989613017253145
Hadamard8Bit,126.94944,0.006799019607843182,0.09306002295489316,0.9261942857142857,0.2477674186968704,-0.0009660101784002312
RY1Bit,127.4391,0.00565549019607843,-2.6357433829237125,0.10093714285714286,0.24988985145521955,0.0015326677174213705
RY8Bit,127.3663,0.004458823529411765,-0.40749227516189424,0.5257142857142857,0.2491556331172674,-0.0038098716663529366
Uniform1Bit,127.41165,0.004811176470588152,-0.03960090850802694,2.785211428571429,0.24991869157446095,0.0031301260032391177
Uniform8Bit,127.77414,0.00515117647058827,-1.1660728450312112,0.7376228571428571,0.2513517204376167,0.003274225598674646
LCG,127.75525,0.005456078431372524,14.605268102456021,1.4715657142857144,0.2510222863089818,0.0002394152821430196
KISS,127.53411,0.0023772549019608347,21.990236510722376,0.46898285714285715,0.2480264865701345,-0.02527318727200344
Hadamard1Bit,127.55166,0.004415490196078453,0.3965111103630227,0.7786742857142858,0.24981299117104527,-0.004601449529760954
Hadamard8Bit,127.30999,0.005330392156862734,1.3460693765516014,0.7385142857142858,0.24926272223122048,0.00012238053232468
RY1Bit,127.66766,0.004542549019607822,2.414203761514115,0.9965028571428571,0.25019442259012825,-0.005505661601943691
RY8Bit,127.2853,0.0045970588235293985,-2.099746967987831,0.72192,0.2489552251154906,-0.0024415662730496134
Uniform1Bit,128.01299,0.006603137254902025,2.003795268862993,1.2417828571428573,0.2525520375542063,0.006369524255030149
Uniform8Bit,127.40506,0.005065490196078437,3.002810815419401,0.42612571428571433,0.25002177926431013,0.0046701718593707125
LCG,127.27408,0.004343137254901985,12.83016579083561,0.6769828571428572,0.24903854390331998,-0.0008802496449298335
KISS,127.54779,0.0024178431372549047,21.286644241752356,0.7582628571428571,0.2481489609974926,-0.02447199463389727
